standard_id,source_file,source_sheet,source_row,source_type,query,expected_tier,expected_tier_name,expected_factor_name,expected_factor_value,expected_factor_unit,expected_factor_source,expected_scope3_category,expected_lifecycle_boundary,expected_lifecycle_stage,expected_quality_decision,expected_review_note
RB-00120,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,9,procurement_workbook,商用大型冷凍櫃 Energy Star 4.0 / R290,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,Category 2 (Capital Goods),,,,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。
RB-00121,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,10,procurement_workbook,商用大型冷凍櫃 Energy Star 4.0 / R290,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,Category 2 (Capital Goods),,,,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。
RB-00122,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,11,procurement_workbook,AI 智能自動點餐機 27-inch Touch / NFC,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,Category 2 (Capital Goods),,,,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。
RB-00123,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,12,procurement_workbook,AI 智能自動點餐機 27-inch Touch / NFC,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,Category 2 (Capital Goods),,,,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。
RB-00124,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,13,procurement_workbook,AI 智能自動點餐機 27-inch Touch / NFC,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,Category 2 (Capital Goods),,,,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。
RB-00125,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,14,procurement_workbook,AI 智能自動點餐機 27-inch Touch / NFC,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,Category 2 (Capital Goods),,,,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。
RB-00126,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,15,procurement_workbook,商用大型冷凍櫃 Energy Star 4.0 / R290,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,Category 2 (Capital Goods),,,,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。
RB-00127,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,16,procurement_workbook,商用大型冷凍櫃 Energy Star 4.0 / R290,3,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),10469.1256336605,kg CO2e/M.EUR,EXIOBASE,Category 2 (Capital Goods),,,,資本財/設備類批次資料優先採用 EEIO 產業平均；建議人工覆核。
RB-00128,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,17,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00129,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,18,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00130,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,19,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00131,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,20,procurement_workbook,瓦楞紙外箱 AB-Flute / Double Wall,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00132,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,21,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00133,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,22,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00134,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,23,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00135,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,24,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00136,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,25,procurement_workbook,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,Category 1 (Purchased Goods),,,,
RB-00137,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,26,procurement_workbook,瓦楞紙外箱 AB-Flute / Double Wall,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00138,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,27,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00139,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,28,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00140,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,29,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00141,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,30,procurement_workbook,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,Category 1 (Purchased Goods),,,,
RB-00142,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,31,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00143,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,32,procurement_workbook,瓦楞紙外箱 AB-Flute / Double Wall,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00144,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,33,procurement_workbook,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,Category 1 (Purchased Goods),,,,
RB-00145,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,34,procurement_workbook,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,Category 1 (Purchased Goods),,,,
RB-00146,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,35,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00147,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,36,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00148,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,37,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00149,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,38,procurement_workbook,瓦楞紙外箱 AB-Flute / Double Wall,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00150,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,39,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00151,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,40,procurement_workbook,瓦楞紙外箱 AB-Flute / Double Wall,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00152,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,41,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00153,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,42,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00154,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,43,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00155,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,44,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00156,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,45,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00157,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,46,procurement_workbook,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,Category 1 (Purchased Goods),,,,
RB-00158,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,47,procurement_workbook,瓦楞紙外箱 AB-Flute / Double Wall,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00159,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,48,procurement_workbook,瓦楞紙外箱 AB-Flute / Double Wall,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00160,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,49,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00161,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,50,procurement_workbook,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,Category 1 (Purchased Goods),,,,
RB-00162,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,51,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00163,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,52,procurement_workbook,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,Category 1 (Purchased Goods),,,,
RB-00164,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,53,procurement_workbook,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,Category 1 (Purchased Goods),,,,
RB-00165,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,54,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00166,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,55,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00167,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,56,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00168,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,57,procurement_workbook,瓦楞紙外箱 AB-Flute / Double Wall,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00169,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,58,procurement_workbook,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
RB-00170,/Users/sashachen/Library/Mobile Documents/com~apple~CloudDocs/論文與報告專區/範疇三相關/115範疇三排放源輔助系統/批次排放係數匹配結果/Scope 3 Procurement Data_連鎖餐飲與零-表格 1.csv,Scope 3 Procurement Data_連鎖餐飲與零,59,procurement_workbook,澳洲進口牛肉 (板腱) Chilled / Grade A,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,Category 1 (Purchased Goods),,,,使用工作簿內係數對照表關鍵字直接匹配
