description,ghg_category,scenario,industry,item_type,amount,language
IT 基礎設施升級 - 機械手臂 (674 台),2,equipment,IT Infrastructure,Hardware,4607610.19,zh
永續諮詢服務 (6 months),1,services,Professional Services,Consulting,1393223.55,zh
員工接駁車合約 - 跨境,7,commute,HR Services,Shuttle Service,1484321.18,zh
工廠大樓管理服務 (18 個月),1,services,Facility Management,Maintenance,1294269.47,zh
事業廢棄物清運處理 (annual),5,waste,Environmental Services,Waste Disposal,1253899.71,zh
電動廂型車採購 (industrial grade),2,equipment,Transportation,Vehicle,25949545.92,zh
採購 5701 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,1754385.89,zh
購買工業用 甲苯 4987 liters,1,raw_materials,Manufacturing,Chemical,1051551.56,zh
物流服務合約 - 市區線 (annual),4,logistics,Logistics,Freight,2998557.72,zh
IT專業服務合約,1,services,Professional Services,Consulting,282883.0,zh
購買 微晶片 元件 7444 個,1,raw_materials,Electronics,Electronic Components,1862438.66,zh
有害廢棄物處理合約 (9525 噸),5,waste,Environmental Services,Waste Disposal,256344.73,zh
採購 5133 tons 小麥作為食品原料,1,raw_materials,Food & Beverage,Agricultural,222956.61,zh
採購 6208 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,2647049.95,zh
汽油採購供車隊使用 (8117 公升),3,energy,Utilities,Fuel,1204353.98,zh
有害廢棄物處理合約 (6576 噸),5,waste,Environmental Services,Waste Disposal,126799.57,zh
倉儲服務 (6629 平方公尺，12 months),4,logistics,Logistics,Warehousing,647352.44,zh
IT諮詢服務 (annual),1,services,Professional Services,Consulting,829744.65,zh
公司交通車服務 (12 months),7,commute,HR Services,Shuttle Service,1095096.44,zh
建造 製造廠 (15880 平方公尺),2,equipment,Real Estate,Building,447743798.32,zh
購買工業用 丙酮 1398 liters,1,raw_materials,Manufacturing,Chemical,1054074.75,zh
事業廢棄物清運處理 (annual),5,waste,Environmental Services,Waste Disposal,33520.92,zh
購買工業用 乙醇 9040 liters,1,raw_materials,Manufacturing,Chemical,1742716.17,zh
9684 名員工通勤補貼,7,commute,HR Services,Commute Allowance,396611.48,zh
委外物流配送服務 (跨境),4,logistics,Logistics,Freight,3050876.85,zh
購買 4224 輛 電動廂型車用於物流運營,2,equipment,Transportation,Vehicle,12243447.28,zh
倉庫大樓管理服務 (22 個月),1,services,Facility Management,Maintenance,729762.45,zh
雲端 IT服務 - 12 months合約,1,services,IT Services,Software,422477.51,zh
物流服務合約 - 東西線 (6 months),4,logistics,Logistics,Freight,3177145.83,zh
分公司一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,1121083.12,zh
採購 3370 個 微晶片用於組裝,1,raw_materials,Electronics,Electronic Components,6551849.82,zh
採購 乙醇 溶劑 8143 liters,1,raw_materials,Manufacturing,Chemical,1868785.09,zh
國際航空差旅 (東西，6 months),6,travel,Business Services,Air Travel,473357.0,zh
工廠一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,468577.41,zh
再生能源電力採購 (2249 MWh),3,energy,Utilities,Electricity,3352070.6,zh
汽油採購供車隊使用 (753 公升),3,energy,Utilities,Fuel,1155601.67,zh
購買 電阻 元件 8534 個,1,raw_materials,Electronics,Electronic Components,1868506.84,zh
購買工業用 甲苯 4935 liters,1,raw_materials,Manufacturing,Chemical,39550.14,zh
購置 輸送系統 (industrial grade),2,equipment,IT Infrastructure,Hardware,8827980.16,zh
Collaboration SaaS 訂閱 (5436 使用者),1,services,IT Services,Software,900300.76,zh
購買有機 糖 2727 tons,1,raw_materials,Food & Beverage,Agricultural,1706712.4,zh
採購 7520 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,267344.75,zh
資源回收處理服務合約 (annual),5,waste,Environmental Services,Waste Disposal,674468.22,zh
聘請 永續顧問 (12 個月),1,services,Professional Services,Consulting,723492.34,zh
天然氣供應合約 (5396 立方公尺),3,energy,Utilities,Fuel,599066.5,zh
購買 鋁合金 9044 kg 供生產使用,1,raw_materials,Manufacturing,Metal,3701778.99,zh
物流服務合約 - 區域線 (quarterly),4,logistics,Logistics,Freight,3222720.74,zh
企業住宿合約 - 舊金山,6,travel,Business Services,Accommodation,73025.84,zh
總部大樓管理服務 (31 個月),1,services,Facility Management,Maintenance,533939.52,zh
倉庫一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,878787.52,zh
分公司第三方倉儲 - 9263 坪,4,logistics,Logistics,Warehousing,945196.95,zh
倉儲服務 (1681 平方公尺，6 months),4,logistics,Logistics,Warehousing,710448.64,zh
購買工業用 氫氧化鈉 1203 liters,1,raw_materials,Manufacturing,Chemical,121051.17,zh
分公司一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,510706.43,zh
公司交通車服務 (12 months),7,commute,HR Services,Shuttle Service,668224.56,zh
財務運輸服務 - 南北,4,logistics,Logistics,Freight,3012365.0,zh
東西區域配送月度運輸服務,4,logistics,Logistics,Freight,2060207.76,zh
工業用 機械手臂 (2188 台) 含安裝,2,equipment,Manufacturing,Machinery,32177552.42,zh
採購 3159 kg 銅線用於製造,1,raw_materials,Manufacturing,Metal,2936872.63,zh
資源回收處理服務合約 (quarterly),5,waste,Environmental Services,Waste Disposal,1482794.41,zh
倉庫第三方倉儲 - 6528 坪,4,logistics,Logistics,Warehousing,685025.31,zh
購買 7336 輛 載貨車輛用於物流運營,2,equipment,Transportation,Vehicle,16805320.76,zh
採購 5852 tons 糖作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1950174.56,zh
倉儲服務 (9596 平方公尺，6 months),4,logistics,Logistics,Warehousing,2218640.06,zh
雲端 永續服務 - annual合約,1,services,IT Services,Software,234674.56,zh
跨境區域配送月度運輸服務,4,logistics,Logistics,Freight,3552309.92,zh
商務差旅租車服務 (quarterly),6,travel,Business Services,Ground Transportation,378320.11,zh
事業廢棄物清運處理 (annual),5,waste,Environmental Services,Waste Disposal,992181.66,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,115003.8,zh
建造 配送中心 (15544 平方公尺),2,equipment,Real Estate,Building,27938427.63,zh
採購 1363 tons 小麥作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2022027.61,zh
製造廠建築合約 (倉庫),2,equipment,Real Estate,Building,38156886.62,zh
總部設施用電 (quarterly),3,energy,Utilities,Electricity,99133.76,zh
倉庫一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,1474312.48,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,152044.78,zh
購買有機 糖 1037 tons,1,raw_materials,Food & Beverage,Agricultural,2028164.61,zh
太陽能板安裝 (容量 8594 kW),2,equipment,Energy,Power Generation,64748119.2,zh
採購 丙酮 溶劑 7442 liters,1,raw_materials,Manufacturing,Chemical,148748.27,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,9160438.37,zh
採購 丙酮 溶劑 5989 liters,1,raw_materials,Manufacturing,Chemical,1114574.4,zh
聘請 財務顧問 (35 個月),1,services,Professional Services,Consulting,1356313.14,zh
工業用 機械手臂 (6306 台) 含安裝,2,equipment,Manufacturing,Machinery,35189402.23,zh
辦公設備租賃 (6 months),8,leased_assets,Equipment Services,Equipment Lease,2758504.2,zh
採購 硫酸 溶劑 584 liters,1,raw_materials,Manufacturing,Chemical,1238738.46,zh
工業用 機械手臂 (4450 台) 含安裝,2,equipment,Manufacturing,Machinery,22177616.85,zh
區域辦公室液化石油氣供應 (6 months),3,energy,Utilities,Fuel,1990221.29,zh
雲端 IT服務 - quarterly合約,1,services,IT Services,Software,257359.61,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,50158102.79,zh
商務差旅住宿預訂 (2681 晚),6,travel,Business Services,Accommodation,291623.51,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,33040902.75,zh
購買 LED 模組 元件 3861 個,1,raw_materials,Electronics,Electronic Components,7581983.96,zh
倉儲服務 (9972 平方公尺，12 months),4,logistics,Logistics,Warehousing,1884429.98,zh
採購 4432 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,6636678.4,zh
永續諮詢服務 (12 months),1,services,Professional Services,Consulting,725558.03,zh
銅線原料採購 - 561 kg,1,raw_materials,Manufacturing,Metal,3783860.18,zh
商務差旅住宿預訂 (8998 晚),6,travel,Business Services,Accommodation,18191.61,zh
採購 7287 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,3065890.63,zh
雲端 管理服務 - 12 months合約,1,services,IT Services,Software,83111.56,zh
電力供應合約 (6 months，6081 kWh),3,energy,Utilities,Electricity,4762231.68,zh
ERP SaaS 訂閱 (5830 使用者),1,services,IT Services,Software,151511.02,zh
分公司設施用電 (annual),3,energy,Utilities,Electricity,1843688.78,zh
研發部門住宿費用 (12 months),6,travel,Business Services,Accommodation,697862.83,zh
工廠設施用電 (12 months),3,energy,Utilities,Electricity,127607.3,zh
區域辦公室設施用電 (12 months),3,energy,Utilities,Electricity,3489257.65,zh
機械手臂發電系統 - 1011 MW,2,equipment,Energy,Power Generation,113446007.16,zh
汽油採購供車隊使用 (9775 公升),3,energy,Utilities,Fuel,218242.5,zh
採購 5209 kg 不鏽鋼用於製造,1,raw_materials,Manufacturing,Metal,3643285.81,zh
委外物流配送服務 (區域),4,logistics,Logistics,Freight,4630981.84,zh
再生能源電力採購 (1373 MWh),3,energy,Utilities,Electricity,4774527.64,zh
Analytics軟體訂閱 (2165 授權，annual),1,services,IT Services,Software,346437.37,zh
大眾運輸月票計畫 (annual),7,commute,HR Services,Commute Allowance,85960.46,zh
工業機械租賃 (quarterly),8,leased_assets,Equipment Services,Equipment Lease,1237439.08,zh
採購電力 4177 度（地方公用事業）,3,energy,Utilities,Electricity,2037928.34,zh
electronics自動化組裝線,2,equipment,Manufacturing,Production Line,86907088.98,zh
採購 丙酮 溶劑 7125 liters,1,raw_materials,Manufacturing,Chemical,566946.82,zh
工廠第三方倉儲 - 3968 坪,4,logistics,Logistics,Warehousing,1774066.3,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,1061151.09,zh
分公司大樓管理服務 (24 個月),1,services,Facility Management,Maintenance,1082741.94,zh
冷凍倉儲租賃 (2218 立方公尺),4,logistics,Logistics,Warehousing,2122045.4,zh
購買 電阻 元件 4862 個,1,raw_materials,Electronics,Electronic Components,4596985.0,zh
區域區域配送月度運輸服務,4,logistics,Logistics,Freight,1195551.66,zh
購買 鋁合金 7529 kg 供生產使用,1,raw_materials,Manufacturing,Metal,133541.91,zh
購買 4951 輛 堆高機用於物流運營,2,equipment,Transportation,Vehicle,20137660.31,zh
倉儲服務 (5379 平方公尺，6 months),4,logistics,Logistics,Warehousing,848590.75,zh
車隊採購 - 5210 輛 堆高機,2,equipment,Transportation,Vehicle,15492262.39,zh
柴油燃料採購 (9775 公升),3,energy,Utilities,Fuel,1015425.05,zh
購買有機 玉米 968 tons,1,raw_materials,Food & Beverage,Agricultural,156903.29,zh
倉庫液化石油氣供應 (12 months),3,energy,Utilities,Fuel,1600656.52,zh
購買有機 玉米 1272 tons,1,raw_materials,Food & Beverage,Agricultural,2018270.48,zh
再生能源電力採購 (404 MWh),3,energy,Utilities,Electricity,3974592.52,zh
機場接駁服務合約,6,travel,Business Services,Ground Transportation,66492.1,zh
資源回收處理服務合約 (annual),5,waste,Environmental Services,Waste Disposal,151298.34,zh
採購 7415 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1647100.98,zh
商務艙機票至倫敦,6,travel,Business Services,Air Travel,353850.22,zh
倉儲服務 (5372 平方公尺，quarterly),4,logistics,Logistics,Warehousing,2977249.03,zh
永續諮詢服務 (annual),1,services,Professional Services,Consulting,1110026.75,zh
購買 微晶片 元件 7440 個,1,raw_materials,Electronics,Electronic Components,934929.45,zh
採購 5453 tons 玉米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,165315.4,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,26479456.48,zh
工業用 CNC 機床 (2641 台) 含安裝,2,equipment,Manufacturing,Machinery,46788678.18,zh
聘請 財務顧問 (11 個月),1,services,Professional Services,Consulting,701451.15,zh
購買 銅線 8767 kg 供生產使用,1,raw_materials,Manufacturing,Metal,363123.09,zh
雲端 法律服務 - 6 months合約,1,services,IT Services,Software,304078.37,zh
購置 射出成型機 (industrial grade),2,equipment,IT Infrastructure,Hardware,5742449.17,zh
IT專業服務合約,1,services,Professional Services,Consulting,1313424.08,zh
購置 輸送系統 - industrial grade,2,equipment,Manufacturing,Machinery,38745999.46,zh
購買 LED 模組 元件 5206 個,1,raw_materials,Electronics,Electronic Components,936158.93,zh
採購 1454 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,1691003.96,zh
製造廠建築合約 (區域辦公室),2,equipment,Real Estate,Building,279124598.55,zh
柴油燃料採購 (5809 公升),3,energy,Utilities,Fuel,528669.53,zh
資源回收處理服務合約 (12 months),5,waste,Environmental Services,Waste Disposal,37601.21,zh
IT專業服務合約,1,services,Professional Services,Consulting,579045.51,zh
購買工業用 硫酸 3662 liters,1,raw_materials,Manufacturing,Chemical,1656371.99,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,1050825.64,zh
購買有機 稻米 3314 tons,1,raw_materials,Food & Beverage,Agricultural,2313847.17,zh
物流服務合約 - 跨境線 (12 months),4,logistics,Logistics,Freight,2204166.23,zh
企業計程車/叫車帳號 (quarterly),6,travel,Business Services,Ground Transportation,339281.82,zh
永續運輸服務 - 東西,4,logistics,Logistics,Freight,2776670.94,zh
購買 不鏽鋼 8638 kg 供生產使用,1,raw_materials,Manufacturing,Metal,2326688.02,zh
採購 9622 個 LED 模組用於組裝,1,raw_materials,Electronics,Electronic Components,7070959.0,zh
電力供應合約 (6 months，2690 kWh),3,energy,Utilities,Electricity,4034451.42,zh
汽油採購供車隊使用 (9274 公升),3,energy,Utilities,Fuel,814323.06,zh
採購 機械手臂用於生產設施,2,equipment,Manufacturing,Machinery,32114200.68,zh
採購 778 kg 鈦金屬用於製造,1,raw_materials,Manufacturing,Metal,4095286.76,zh
IT 基礎設施升級 - 包裝機 (6747 台),2,equipment,IT Infrastructure,Hardware,9863135.71,zh
Collaboration軟體訂閱 (6122 授權，6 months),1,services,IT Services,Software,77296.99,zh
財務運輸服務 - 跨境,4,logistics,Logistics,Freight,791765.82,zh
採購 7485 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,2659470.89,zh
企業計程車/叫車帳號 (annual),6,travel,Business Services,Ground Transportation,141167.12,zh
永續諮詢服務 (annual),1,services,Professional Services,Consulting,1979010.35,zh
electronics製造產線 (產能 8214 件/日),2,equipment,Manufacturing,Production Line,79931382.61,zh
採購 5352 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,3692440.48,zh
分公司液化石油氣供應 (quarterly),3,energy,Utilities,Fuel,89043.04,zh
採購 8039 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,726137.83,zh
事業廢棄物清運處理 (12 months),5,waste,Environmental Services,Waste Disposal,1280834.1,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1058956.33,zh
區域辦公室一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,278994.53,zh
購買 電容 元件 6246 個,1,raw_materials,Electronics,Electronic Components,5817783.72,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,23159471.06,zh
電力供應合約 (6 months，7560 kWh),3,energy,Utilities,Electricity,4731442.08,zh
有害廢棄物處理合約 (8773 噸),5,waste,Environmental Services,Waste Disposal,1269551.71,zh
員工接駁車合約 - 南北,7,commute,HR Services,Shuttle Service,437334.58,zh
冷凍倉儲租賃 (749 立方公尺),4,logistics,Logistics,Warehousing,2688254.89,zh
CRM軟體訂閱 (7921 授權，annual),1,services,IT Services,Software,307214.71,zh
公司交通車服務 (6 months),7,commute,HR Services,Shuttle Service,526811.85,zh
電力供應合約 (annual，3095 kWh),3,energy,Utilities,Electricity,1007551.84,zh
雲端 管理服務 - 12 months合約,1,services,IT Services,Software,922135.2,zh
雲端 管理服務 - quarterly合約,1,services,IT Services,Software,922792.97,zh
採購 7171 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1894453.89,zh
IT運輸服務 - 東西,4,logistics,Logistics,Freight,1793977.4,zh
企業住宿合約 - 新加坡,6,travel,Business Services,Accommodation,648357.33,zh
區域辦公室一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,311473.89,zh
堆高機採購 (industrial grade),2,equipment,Transportation,Vehicle,16219194.93,zh
採購 硫酸 溶劑 8781 liters,1,raw_materials,Manufacturing,Chemical,1758848.81,zh
分公司第三方倉儲 - 68 坪,4,logistics,Logistics,Warehousing,2720511.82,zh
車隊採購 - 4644 輛 堆高機,2,equipment,Transportation,Vehicle,12614118.78,zh
資源回收處理服務合約 (12 months),5,waste,Environmental Services,Waste Disposal,418596.73,zh
鈦金屬原料採購 - 2909 kg,1,raw_materials,Manufacturing,Metal,1323707.57,zh
區域辦公室一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,1444464.14,zh
採購 760 台 輸送系統用於資料中心,2,equipment,IT Infrastructure,Hardware,537843.36,zh
配送中心建築合約 (工廠),2,equipment,Real Estate,Building,405920918.72,zh
工業用 機械手臂 (262 台) 含安裝,2,equipment,Manufacturing,Machinery,42536831.04,zh
CRM軟體訂閱 (3139 授權，12 months),1,services,IT Services,Software,684145.73,zh
購買工業用 丙酮 8472 liters,1,raw_materials,Manufacturing,Chemical,252966.26,zh
建造 製造廠 (7642 平方公尺),2,equipment,Real Estate,Building,403549393.12,zh
再生能源電力採購 (8864 MWh),3,energy,Utilities,Electricity,1275164.5,zh
太陽能板安裝 (容量 9125 kW),2,equipment,Energy,Power Generation,172065503.98,zh
通勤廂型車租賃 (4502 輛),7,commute,HR Services,Shuttle Service,1164947.27,zh
購買工業用 丙酮 1446 liters,1,raw_materials,Manufacturing,Chemical,1710818.65,zh
採購 577 台 輸送系統用於資料中心,2,equipment,IT Infrastructure,Hardware,9150679.27,zh
購買 7167 輛 堆高機用於物流運營,2,equipment,Transportation,Vehicle,12328650.71,zh
工業機械租賃 (quarterly),8,leased_assets,Equipment Services,Equipment Lease,862196.06,zh
IT運輸服務 - 市區,4,logistics,Logistics,Freight,3786823.17,zh
車隊採購 - 9417 輛 載貨車輛,2,equipment,Transportation,Vehicle,23607909.75,zh
購買有機 大豆 787 tons,1,raw_materials,Food & Beverage,Agricultural,1628685.39,zh
IT 硬體租賃合約 (510 台),8,leased_assets,Equipment Services,Equipment Lease,1989418.31,zh
聘請 永續顧問 (9 個月),1,services,Professional Services,Consulting,1936488.55,zh
採購電力 5555 度（地方公用事業）,3,energy,Utilities,Electricity,3612996.48,zh
購買 8888 輛 載貨車輛用於物流運營,2,equipment,Transportation,Vehicle,3116972.6,zh
分公司液化石油氣供應 (6 months),3,energy,Utilities,Fuel,1453576.18,zh
柴油燃料採購 (6699 公升),3,energy,Utilities,Fuel,1009752.05,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,7021496.29,zh
購置 CNC 機床 - industrial grade,2,equipment,Manufacturing,Machinery,17206496.99,zh
研發部門商務旅遊套裝 (quarterly),6,travel,Business Services,Air Travel,536281.84,zh
員工交通津貼補助 (quarterly),7,commute,HR Services,Commute Allowance,238208.83,zh
商務差旅住宿預訂 (231 晚),6,travel,Business Services,Accommodation,491094.61,zh
購買 鈦金屬 6415 kg 供生產使用,1,raw_materials,Manufacturing,Metal,384456.95,zh
購買 電容 元件 9092 個,1,raw_materials,Electronics,Electronic Components,6108170.83,zh
聘請 法律顧問 (9 個月),1,services,Professional Services,Consulting,775597.87,zh
工業用 射出成型機 (3762 台) 含安裝,2,equipment,Manufacturing,Machinery,9702365.62,zh
購買 電阻 元件 5564 個,1,raw_materials,Electronics,Electronic Components,3434026.46,zh
區域辦公室設施用電 (6 months),3,energy,Utilities,Electricity,284938.15,zh
有害廢棄物處理合約 (6582 噸),5,waste,Environmental Services,Waste Disposal,1346871.37,zh
企業住宿合約 - 首爾,6,travel,Business Services,Accommodation,588201.18,zh
購買 PCB 電路板 元件 1317 個,1,raw_materials,Electronics,Electronic Components,6353334.05,zh
事業廢棄物清運處理 (6 months),5,waste,Environmental Services,Waste Disposal,1083797.23,zh
採購 8384 tons 玉米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1864594.69,zh
辦公室租賃 (46880 坪，工廠),8,leased_assets,Real Estate,Office Lease,1712781.02,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,24247626.78,zh
配送中心建築合約 (區域辦公室),2,equipment,Real Estate,Building,403216677.64,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,436041.11,zh
總部設施用電 (quarterly),3,energy,Utilities,Electricity,2872328.95,zh
員工接駁車合約 - 市區,7,commute,HR Services,Shuttle Service,339145.22,zh
工業用 CNC 機床 (6691 台) 含安裝,2,equipment,Manufacturing,Machinery,46094540.1,zh
車隊採購 - 2945 輛 載貨車輛,2,equipment,Transportation,Vehicle,22311630.44,zh
購買 PCB 電路板 元件 5599 個,1,raw_materials,Electronics,Electronic Components,6757368.31,zh
採購電力 7688 度（地方公用事業）,3,energy,Utilities,Electricity,4914926.17,zh
再生能源電力採購 (4402 MWh),3,energy,Utilities,Electricity,2722409.1,zh
汽油採購供車隊使用 (8719 公升),3,energy,Utilities,Fuel,2273998.1,zh
冷凍倉儲租賃 (4777 立方公尺),4,logistics,Logistics,Warehousing,2878668.19,zh
購買有機 小麥 9817 tons,1,raw_materials,Food & Beverage,Agricultural,799967.81,zh
完整 electronics生產線安裝,2,equipment,Manufacturing,Production Line,92960503.41,zh
採購 2143 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,6835643.38,zh
汽油採購供車隊使用 (4529 公升),3,energy,Utilities,Fuel,1270298.85,zh
員工商務差旅 (6620 趟，倫敦),6,travel,Business Services,Air Travel,1377759.94,zh
IT 硬體租賃合約 (5036 台),8,leased_assets,Equipment Services,Equipment Lease,2494810.14,zh
倉儲服務 (1035 平方公尺，quarterly),4,logistics,Logistics,Warehousing,1791052.96,zh
商務差旅租車服務 (12 months),6,travel,Business Services,Ground Transportation,89376.94,zh
總部第三方倉儲 - 9940 坪,4,logistics,Logistics,Warehousing,2576885.49,zh
財務諮詢服務 (quarterly),1,services,Professional Services,Consulting,1848554.76,zh
太陽能板安裝 (容量 1289 kW),2,equipment,Energy,Power Generation,156998284.33,zh
雲端 管理服務 - quarterly合約,1,services,IT Services,Software,981131.59,zh
天然氣供應合約 (8657 立方公尺),3,energy,Utilities,Fuel,1501778.87,zh
資源回收處理服務合約 (6 months),5,waste,Environmental Services,Waste Disposal,1157899.93,zh
管理諮詢服務 (quarterly),1,services,Professional Services,Consulting,1134758.14,zh
採購 丙酮 溶劑 762 liters,1,raw_materials,Manufacturing,Chemical,810708.09,zh
商務差旅住宿預訂 (8622 晚),6,travel,Business Services,Accommodation,671291.2,zh
IT 基礎設施升級 - 射出成型機 (9737 台),2,equipment,IT Infrastructure,Hardware,8897597.31,zh
通勤廂型車租賃 (1279 輛),7,commute,HR Services,Shuttle Service,159299.93,zh
總部設施用電 (quarterly),3,energy,Utilities,Electricity,2411434.23,zh
商務差旅租車服務 (annual),6,travel,Business Services,Ground Transportation,132112.34,zh
採購 8292 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,2955878.38,zh
市區區域配送月度運輸服務,4,logistics,Logistics,Freight,880667.89,zh
通勤廂型車租賃 (6420 輛),7,commute,HR Services,Shuttle Service,118137.75,zh
太陽能板安裝 (容量 9264 kW),2,equipment,Energy,Power Generation,52208689.11,zh
太陽能板安裝 (容量 9007 kW),2,equipment,Energy,Power Generation,175627698.38,zh
採購 射出成型機用於生產設施,2,equipment,Manufacturing,Machinery,39661681.73,zh
區域辦公室大樓管理服務 (14 個月),1,services,Facility Management,Maintenance,902670.91,zh
不鏽鋼原料採購 - 7869 kg,1,raw_materials,Manufacturing,Metal,3368231.8,zh
區域辦公室設施用電 (12 months),3,energy,Utilities,Electricity,1675135.57,zh
採購電力 656 度（地方公用事業）,3,energy,Utilities,Electricity,3930513.74,zh
倉庫設施用電 (6 months),3,energy,Utilities,Electricity,3904412.23,zh
汽油採購供車隊使用 (8391 公升),3,energy,Utilities,Fuel,2574298.69,zh
永續運輸服務 - 區域,4,logistics,Logistics,Freight,3140355.39,zh
購買 鋼板 9013 kg 供生產使用,1,raw_materials,Manufacturing,Metal,703197.57,zh
資源回收處理服務合約 (annual),5,waste,Environmental Services,Waste Disposal,1383027.97,zh
IT 基礎設施升級 - 射出成型機 (3730 台),2,equipment,IT Infrastructure,Hardware,1266040.38,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1486310.44,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,8864004.02,zh
倉儲服務 (4480 平方公尺，12 months),4,logistics,Logistics,Warehousing,398996.74,zh
工廠一般廢棄物清運服務,5,waste,Environmental Services,Waste Disposal,922716.38,zh
法律運輸服務 - 南北,4,logistics,Logistics,Freight,877628.71,zh
採購 476 台 機械手臂用於資料中心,2,equipment,IT Infrastructure,Hardware,3253908.75,zh
柴油燃料採購 (4215 公升),3,energy,Utilities,Fuel,293834.87,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,4782375.19,zh
採購 包裝機用於生產設施,2,equipment,Manufacturing,Machinery,35385580.7,zh
有害廢棄物處理合約 (7505 噸),5,waste,Environmental Services,Waste Disposal,563908.94,zh
總部設施用電 (annual),3,energy,Utilities,Electricity,2664706.69,zh
製造廠建築合約 (倉庫),2,equipment,Real Estate,Building,86856618.36,zh
購買 電阻 元件 8192 個,1,raw_materials,Electronics,Electronic Components,2320710.74,zh
IT 硬體租賃合約 (3749 台),8,leased_assets,Equipment Services,Equipment Lease,2186593.1,zh
倉儲服務 (9108 平方公尺，12 months),4,logistics,Logistics,Warehousing,2409194.26,zh
物流服務合約 - 南北線 (6 months),4,logistics,Logistics,Freight,1496148.74,zh
electronics自動化組裝線,2,equipment,Manufacturing,Production Line,48447267.5,zh
分公司大樓管理服務 (33 個月),1,services,Facility Management,Maintenance,352439.74,zh
再生能源電力採購 (320 MWh),3,energy,Utilities,Electricity,4906253.02,zh
購買 微晶片 元件 9379 個,1,raw_materials,Electronics,Electronic Components,4547255.47,zh
機場接駁服務合約,6,travel,Business Services,Ground Transportation,199755.89,zh
採購 硫酸 溶劑 9251 liters,1,raw_materials,Manufacturing,Chemical,1534698.78,zh
柴油燃料採購 (6756 公升),3,energy,Utilities,Fuel,2360958.61,zh
雲端 永續服務 - quarterly合約,1,services,IT Services,Software,652830.97,zh
採購 氫氧化鈉 溶劑 3241 liters,1,raw_materials,Manufacturing,Chemical,1411228.38,zh
商務差旅租車服務 (quarterly),6,travel,Business Services,Ground Transportation,199441.11,zh
員工商務差旅 (2751 趟，舊金山),6,travel,Business Services,Air Travel,599362.71,zh
雲端 法律服務 - annual合約,1,services,IT Services,Software,255715.94,zh
電力供應合約 (annual，8687 kWh),3,energy,Utilities,Electricity,1040783.42,zh
冷凍倉儲租賃 (79 立方公尺),4,logistics,Logistics,Warehousing,229611.1,zh
IT專業服務合約,1,services,Professional Services,Consulting,440721.31,zh
採購 氫氧化鈉 溶劑 5480 liters,1,raw_materials,Manufacturing,Chemical,125395.87,zh
辦公設備租賃 (annual),8,leased_assets,Equipment Services,Equipment Lease,1880538.56,zh
商務差旅住宿預訂 (530 晚),6,travel,Business Services,Accommodation,304183.42,zh
企業計程車/叫車帳號 (annual),6,travel,Business Services,Ground Transportation,444635.94,zh
購買 鋼板 7941 kg 供生產使用,1,raw_materials,Manufacturing,Metal,3456341.98,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,205516.91,zh
