description,ghg_category,scenario,industry,item_type,amount,language
管理運輸服務 - 東西,1,logistics,Logistics,Freight,4480580.91,zh
採購 甲苯 溶劑 3591 liters,1,raw_materials,Manufacturing,Chemical,37301.58,zh
electronics製造產線 (產能 7961 件/日),2,equipment,Manufacturing,Production Line,32593001.94,zh
工廠第三方倉儲 - 6052 坪,1,logistics,Logistics,Warehousing,1034532.49,zh
IT運輸服務 - 區域,1,logistics,Logistics,Freight,4420645.13,zh
聘請 永續顧問 (23 個月),1,services,Professional Services,Consulting,291374.14,zh
載貨車輛採購 (industrial grade),2,equipment,Transportation,Vehicle,2142936.29,zh
採購 乙醇 溶劑 1140 liters,1,raw_materials,Manufacturing,Chemical,1928468.03,zh
採購 9600 台 CNC 機床用於資料中心,2,equipment,IT Infrastructure,Hardware,5055596.41,zh
ERP SaaS 訂閱 (9681 使用者),1,services,IT Services,Software,562439.69,zh
consumer goods自動化組裝線,2,equipment,Manufacturing,Production Line,28812148.69,zh
物流服務合約 - 區域線 (quarterly),1,logistics,Logistics,Freight,2153350.4,zh
採購 甲苯 溶劑 4516 liters,1,raw_materials,Manufacturing,Chemical,1013183.8,zh
購買 電容 元件 365 個,1,raw_materials,Electronics,Electronic Components,748862.39,zh
IT 基礎設施升級 - 輸送系統 (234 台),2,equipment,IT Infrastructure,Hardware,2588562.88,zh
購買工業用 乙醇 8610 liters,1,raw_materials,Manufacturing,Chemical,904068.26,zh
建造 配送中心 (35984 平方公尺),2,equipment,Real Estate,Building,483157575.0,zh
採購 硫酸 溶劑 2746 liters,1,raw_materials,Manufacturing,Chemical,431491.07,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1413774.26,zh
Collaboration軟體訂閱 (2294 授權，annual),1,services,IT Services,Software,203198.25,zh
雲端 財務服務 - annual合約,1,services,IT Services,Software,132994.81,zh
採購 9416 kg 鋼板用於製造,1,raw_materials,Manufacturing,Metal,2844129.72,zh
雲端 管理服務 - 6 months合約,1,services,IT Services,Software,755359.13,zh
採購 硫酸 溶劑 8133 liters,1,raw_materials,Manufacturing,Chemical,1110062.2,zh
Security SaaS 訂閱 (6778 使用者),1,services,IT Services,Software,616466.42,zh
製造廠建築合約 (工廠),2,equipment,Real Estate,Building,258395372.77,zh
購買 電容 元件 7977 個,1,raw_materials,Electronics,Electronic Components,4784012.83,zh
製造廠建築合約 (工廠),2,equipment,Real Estate,Building,269610094.28,zh
購買有機 大豆 6411 tons,1,raw_materials,Food & Beverage,Agricultural,172645.63,zh
購買 微晶片 元件 6256 個,1,raw_materials,Electronics,Electronic Components,5677553.47,zh
太陽能板安裝 (容量 8624 kW),2,equipment,Energy,Power Generation,157597733.04,zh
採購 9090 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,5293545.28,zh
購買工業用 硫酸 5493 liters,1,raw_materials,Manufacturing,Chemical,1301481.64,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,223958.18,zh
永續運輸服務 - 東西,1,logistics,Logistics,Freight,955191.42,zh
購買工業用 硫酸 448 liters,1,raw_materials,Manufacturing,Chemical,1325876.0,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,949089.53,zh
採購 2484 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,3299537.99,zh
聘請 永續顧問 (30 個月),1,services,Professional Services,Consulting,1488706.79,zh
銅線原料採購 - 7552 kg,1,raw_materials,Manufacturing,Metal,432871.46,zh
採購 7556 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,4757644.02,zh
永續諮詢服務 (annual),1,services,Professional Services,Consulting,899761.97,zh
採購 甲苯 溶劑 6126 liters,1,raw_materials,Manufacturing,Chemical,284891.59,zh
購買 PCB 電路板 元件 8109 個,1,raw_materials,Electronics,Electronic Components,7340998.07,zh
倉庫建築合約 (工廠),2,equipment,Real Estate,Building,140109914.12,zh
採購 2151 kg 鈦金屬用於製造,1,raw_materials,Manufacturing,Metal,4526339.07,zh
購買 PCB 電路板 元件 9720 個,1,raw_materials,Electronics,Electronic Components,602134.79,zh
electronics製造產線 (產能 8880 件/日),2,equipment,Manufacturing,Production Line,81721705.94,zh
分公司大樓管理服務 (28 個月),1,services,Facility Management,Maintenance,1304559.96,zh
IT 基礎設施升級 - 機械手臂 (8177 台),2,equipment,IT Infrastructure,Hardware,7155871.69,zh
採購 3092 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,2764875.67,zh
購買有機 玉米 7489 tons,1,raw_materials,Food & Beverage,Agricultural,2712170.4,zh
購買有機 稻米 1499 tons,1,raw_materials,Food & Beverage,Agricultural,2043407.96,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,34076187.84,zh
雲端 法律服務 - quarterly合約,1,services,IT Services,Software,670253.15,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,641504.79,zh
electronics製造產線 (產能 2285 件/日),2,equipment,Manufacturing,Production Line,64295920.97,zh
車隊採購 - 2229 輛 堆高機,2,equipment,Transportation,Vehicle,9572710.31,zh
購買工業用 甲苯 4082 liters,1,raw_materials,Manufacturing,Chemical,1504102.85,zh
鋁合金原料採購 - 4511 kg,1,raw_materials,Manufacturing,Metal,3976732.3,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,12090995.1,zh
永續運輸服務 - 區域,1,logistics,Logistics,Freight,4262953.65,zh
購買 電容 元件 4960 個,1,raw_materials,Electronics,Electronic Components,2700224.98,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,15101434.23,zh
採購 乙醇 溶劑 3706 liters,1,raw_materials,Manufacturing,Chemical,1187098.89,zh
聘請 財務顧問 (27 個月),1,services,Professional Services,Consulting,721831.29,zh
工業用 機械手臂 (903 台) 含安裝,2,equipment,Manufacturing,Machinery,37130642.76,zh
再生能源設施建設 (7971 MW),2,equipment,Energy,Power Generation,24649417.7,zh
銅線原料採購 - 6880 kg,1,raw_materials,Manufacturing,Metal,4023646.72,zh
ERP SaaS 訂閱 (8708 使用者),1,services,IT Services,Software,200658.45,zh
再生能源設施建設 (9166 MW),2,equipment,Energy,Power Generation,70119068.71,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,361441.32,zh
購買 不鏽鋼 1813 kg 供生產使用,1,raw_materials,Manufacturing,Metal,3726325.97,zh
聘請 管理顧問 (10 個月),1,services,Professional Services,Consulting,1748319.29,zh
設施維護服務 (12 months),1,services,Facility Management,Maintenance,781987.09,zh
採購 甲苯 溶劑 4285 liters,1,raw_materials,Manufacturing,Chemical,804320.39,zh
購買 8416 輛 堆高機用於物流運營,2,equipment,Transportation,Vehicle,18468769.0,zh
electronics製造產線 (產能 2484 件/日),2,equipment,Manufacturing,Production Line,79015249.07,zh
設施維護服務 (annual),1,services,Facility Management,Maintenance,491456.0,zh
法律諮詢服務 (6 months),1,services,Professional Services,Consulting,1459840.26,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,877340.09,zh
採購 6193 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,4794138.82,zh
採購 硫酸 溶劑 9298 liters,1,raw_materials,Manufacturing,Chemical,327137.61,zh
電動廂型車採購 (industrial grade),2,equipment,Transportation,Vehicle,16447227.79,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,45055870.25,zh
雲端 財務服務 - quarterly合約,1,services,IT Services,Software,285331.81,zh
購買工業用 丙酮 4145 liters,1,raw_materials,Manufacturing,Chemical,1252690.44,zh
CRM SaaS 訂閱 (7667 使用者),1,services,IT Services,Software,642379.38,zh
總部第三方倉儲 - 6274 坪,1,logistics,Logistics,Warehousing,368984.83,zh
consumer goods製造產線 (產能 8914 件/日),2,equipment,Manufacturing,Production Line,83731123.74,zh
完整 automotive parts生產線安裝,2,equipment,Manufacturing,Production Line,98964449.66,zh
採購 丙酮 溶劑 315 liters,1,raw_materials,Manufacturing,Chemical,450496.76,zh
配送中心建築合約 (分公司),2,equipment,Real Estate,Building,58317213.71,zh
車隊採購 - 2371 輛 堆高機,2,equipment,Transportation,Vehicle,21786548.82,zh
購買 4060 輛 堆高機用於物流運營,2,equipment,Transportation,Vehicle,3152867.6,zh
車隊採購 - 8115 輛 載貨車輛,2,equipment,Transportation,Vehicle,3707582.46,zh
區域辦公室第三方倉儲 - 6657 坪,1,logistics,Logistics,Warehousing,2361134.33,zh
南北區域配送月度運輸服務,1,logistics,Logistics,Freight,2127988.94,zh
採購 硫酸 溶劑 4343 liters,1,raw_materials,Manufacturing,Chemical,505986.9,zh
採購 6494 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,2656142.64,zh
採購 2338 kg 鋼板用於製造,1,raw_materials,Manufacturing,Metal,2411070.4,zh
區域區域配送月度運輸服務,1,logistics,Logistics,Freight,202935.07,zh
區域辦公室大樓管理服務 (26 個月),1,services,Facility Management,Maintenance,951334.95,zh
財務運輸服務 - 東西,1,logistics,Logistics,Freight,4000872.59,zh
倉儲服務 (1261 平方公尺，6 months),1,logistics,Logistics,Warehousing,471316.32,zh
購買 LED 模組 元件 7926 個,1,raw_materials,Electronics,Electronic Components,6229818.25,zh
購買 PCB 電路板 元件 1659 個,1,raw_materials,Electronics,Electronic Components,95970.23,zh
購買 LED 模組 元件 6325 個,1,raw_materials,Electronics,Electronic Components,326706.96,zh
倉儲服務 (1757 平方公尺，12 months),1,logistics,Logistics,Warehousing,2608274.97,zh
購買有機 小麥 1032 tons,1,raw_materials,Food & Beverage,Agricultural,1149642.61,zh
Analytics SaaS 訂閱 (2169 使用者),1,services,IT Services,Software,191519.54,zh
管理諮詢服務 (6 months),1,services,Professional Services,Consulting,750136.3,zh
採購 硫酸 溶劑 7737 liters,1,raw_materials,Manufacturing,Chemical,1891703.14,zh
Security SaaS 訂閱 (897 使用者),1,services,IT Services,Software,285759.69,zh
採購 217 tons 糖作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1010352.99,zh
購買 不鏽鋼 1392 kg 供生產使用,1,raw_materials,Manufacturing,Metal,1329333.52,zh
貨車採購 (industrial grade),2,equipment,Transportation,Vehicle,25827646.67,zh
跨境區域配送月度運輸服務,1,logistics,Logistics,Freight,2520842.05,zh
設施維護服務 (quarterly),1,services,Facility Management,Maintenance,1311005.38,zh
採購 4493 tons 小麥作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2103762.96,zh
採購 射出成型機用於生產設施,2,equipment,Manufacturing,Machinery,8351266.1,zh
再生能源設施建設 (3833 MW),2,equipment,Energy,Power Generation,75925650.52,zh
採購 1922 tons 糖作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1978190.29,zh
倉庫大樓管理服務 (11 個月),1,services,Facility Management,Maintenance,226510.09,zh
採購 6144 kg 鋼板用於製造,1,raw_materials,Manufacturing,Metal,653063.62,zh
採購 1130 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2259317.37,zh
車隊採購 - 6580 輛 載貨車輛,2,equipment,Transportation,Vehicle,7156866.23,zh
電動廂型車採購 (industrial grade),2,equipment,Transportation,Vehicle,3956392.29,zh
雲端 IT服務 - 12 months合約,1,services,IT Services,Software,994314.49,zh
包裝機發電系統 - 1393 MW,2,equipment,Energy,Power Generation,189965112.16,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,887980.36,zh
永續專業服務合約,1,services,Professional Services,Consulting,515216.82,zh
市區區域配送月度運輸服務,1,logistics,Logistics,Freight,1452440.5,zh
管理專業服務合約,1,services,Professional Services,Consulting,360153.68,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,8355305.46,zh
electronics製造產線 (產能 2684 件/日),2,equipment,Manufacturing,Production Line,30124262.54,zh
購買有機 小麥 3588 tons,1,raw_materials,Food & Beverage,Agricultural,1961373.08,zh
區域辦公室第三方倉儲 - 5842 坪,1,logistics,Logistics,Warehousing,2619242.76,zh
購買工業用 氫氧化鈉 7002 liters,1,raw_materials,Manufacturing,Chemical,1114959.62,zh
採購 甲苯 溶劑 4764 liters,1,raw_materials,Manufacturing,Chemical,51236.71,zh
購買工業用 甲苯 2983 liters,1,raw_materials,Manufacturing,Chemical,1376296.82,zh
CNC 機床發電系統 - 1787 MW,2,equipment,Energy,Power Generation,23473895.59,zh
不鏽鋼原料採購 - 9327 kg,1,raw_materials,Manufacturing,Metal,2894826.01,zh
採購 丙酮 溶劑 8684 liters,1,raw_materials,Manufacturing,Chemical,1409555.43,zh
永續專業服務合約,1,services,Professional Services,Consulting,1701986.11,zh
採購 2038 kg 鋁合金用於製造,1,raw_materials,Manufacturing,Metal,3068652.58,zh
雲端 財務服務 - 12 months合約,1,services,IT Services,Software,735911.51,zh
購買工業用 硫酸 8409 liters,1,raw_materials,Manufacturing,Chemical,871041.32,zh
物流服務合約 - 跨境線 (annual),1,logistics,Logistics,Freight,1514843.65,zh
購買 LED 模組 元件 9355 個,1,raw_materials,Electronics,Electronic Components,3852516.38,zh
新建 配送中心開發專案,2,equipment,Real Estate,Building,15189924.8,zh
分公司第三方倉儲 - 6431 坪,1,logistics,Logistics,Warehousing,936965.22,zh
採購 1504 tons 糖作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2737460.31,zh
automotive parts自動化組裝線,2,equipment,Manufacturing,Production Line,23096525.45,zh
射出成型機發電系統 - 5534 MW,2,equipment,Energy,Power Generation,182464355.16,zh
堆高機採購 (industrial grade),2,equipment,Transportation,Vehicle,992652.45,zh
Security SaaS 訂閱 (7848 使用者),1,services,IT Services,Software,326122.62,zh
購買有機 糖 754 tons,1,raw_materials,Food & Beverage,Agricultural,820310.61,zh
不鏽鋼原料採購 - 2853 kg,1,raw_materials,Manufacturing,Metal,1366419.76,zh
管理諮詢服務 (6 months),1,services,Professional Services,Consulting,609414.82,zh
購買 微晶片 元件 7963 個,1,raw_materials,Electronics,Electronic Components,3397275.3,zh
採購 9197 tons 小麥作為食品原料,1,raw_materials,Food & Beverage,Agricultural,2043238.4,zh
工廠第三方倉儲 - 2854 坪,1,logistics,Logistics,Warehousing,146157.74,zh
設施維護服務 (12 months),1,services,Facility Management,Maintenance,530837.72,zh
採購 甲苯 溶劑 3148 liters,1,raw_materials,Manufacturing,Chemical,33225.99,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,1442958.4,zh
購買工業用 乙醇 8908 liters,1,raw_materials,Manufacturing,Chemical,1725088.25,zh
購買 銅線 8084 kg 供生產使用,1,raw_materials,Manufacturing,Metal,649949.51,zh
建造 倉庫 (23035 平方公尺),2,equipment,Real Estate,Building,207457239.63,zh
購買工業用 乙醇 4226 liters,1,raw_materials,Manufacturing,Chemical,1804825.45,zh
包裝機發電系統 - 7372 MW,2,equipment,Energy,Power Generation,135223226.11,zh
購買 微晶片 元件 5858 個,1,raw_materials,Electronics,Electronic Components,7395619.08,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,1285896.66,zh
設施維護服務 (12 months),1,services,Facility Management,Maintenance,224014.83,zh
區域辦公室第三方倉儲 - 3264 坪,1,logistics,Logistics,Warehousing,606824.61,zh
採購 丙酮 溶劑 318 liters,1,raw_materials,Manufacturing,Chemical,606783.38,zh
購置 機械手臂 - industrial grade,2,equipment,Manufacturing,Machinery,24710292.2,zh
太陽能板安裝 (容量 428 kW),2,equipment,Energy,Power Generation,161601857.13,zh
購置 機械手臂 - industrial grade,2,equipment,Manufacturing,Machinery,2985810.06,zh
聘請 IT顧問 (13 個月),1,services,Professional Services,Consulting,1059610.8,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,567389.58,zh
IT 基礎設施升級 - 包裝機 (5667 台),2,equipment,IT Infrastructure,Hardware,8799276.9,zh
再生能源設施建設 (2447 MW),2,equipment,Energy,Power Generation,176303636.52,zh
購置 機械手臂 (industrial grade),2,equipment,IT Infrastructure,Hardware,7332169.68,zh
配送中心建築合約 (分公司),2,equipment,Real Estate,Building,223559628.26,zh
冷凍倉儲租賃 (2713 立方公尺),1,logistics,Logistics,Warehousing,33953.49,zh
automotive parts自動化組裝線,2,equipment,Manufacturing,Production Line,28842533.18,zh
採購 9359 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,6429573.76,zh
倉儲服務 (6391 平方公尺，12 months),1,logistics,Logistics,Warehousing,273218.09,zh
採購 9972 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,747698.75,zh
採購 丙酮 溶劑 9601 liters,1,raw_materials,Manufacturing,Chemical,1384976.27,zh
ERP SaaS 訂閱 (8711 使用者),1,services,IT Services,Software,253753.19,zh
採購 6180 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,819760.65,zh
機械手臂發電系統 - 1359 MW,2,equipment,Energy,Power Generation,8104928.15,zh
雲端 IT服務 - quarterly合約,1,services,IT Services,Software,846965.05,zh
聘請 管理顧問 (36 個月),1,services,Professional Services,Consulting,1037890.68,zh
automotive parts製造產線 (產能 718 件/日),2,equipment,Manufacturing,Production Line,82052052.49,zh
購買 鋼板 3654 kg 供生產使用,1,raw_materials,Manufacturing,Metal,3210993.88,zh
購買工業用 氫氧化鈉 1762 liters,1,raw_materials,Manufacturing,Chemical,136789.57,zh
工業用 射出成型機 (8893 台) 含安裝,2,equipment,Manufacturing,Machinery,29954237.77,zh
automotive parts製造產線 (產能 721 件/日),2,equipment,Manufacturing,Production Line,92200137.66,zh
採購 4669 tons 小麥作為食品原料,1,raw_materials,Food & Beverage,Agricultural,202258.19,zh
法律諮詢服務 (6 months),1,services,Professional Services,Consulting,583061.62,zh
分公司第三方倉儲 - 1651 坪,1,logistics,Logistics,Warehousing,1860779.81,zh
車隊採購 - 2045 輛 堆高機,2,equipment,Transportation,Vehicle,3206679.5,zh
倉儲服務 (1463 平方公尺，quarterly),1,logistics,Logistics,Warehousing,1323087.12,zh
採購 8902 tons 玉米作為食品原料,1,raw_materials,Food & Beverage,Agricultural,318196.5,zh
冷凍倉儲租賃 (1690 立方公尺),1,logistics,Logistics,Warehousing,2792458.7,zh
採購 1756 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,1998729.31,zh
倉儲服務 (6028 平方公尺，12 months),1,logistics,Logistics,Warehousing,2966630.4,zh
雲端 財務服務 - 12 months合約,1,services,IT Services,Software,348999.31,zh
倉儲服務 (9409 平方公尺，6 months),1,logistics,Logistics,Warehousing,2511459.11,zh
IT 基礎設施升級 - 包裝機 (1944 台),2,equipment,IT Infrastructure,Hardware,3729214.18,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,1240854.74,zh
採購 硫酸 溶劑 9380 liters,1,raw_materials,Manufacturing,Chemical,603005.75,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,342726.04,zh
採購 2965 台 包裝機用於資料中心,2,equipment,IT Infrastructure,Hardware,6405085.72,zh
採購 4371 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,244753.33,zh
管理專業服務合約,1,services,Professional Services,Consulting,855460.77,zh
雲端 法律服務 - quarterly合約,1,services,IT Services,Software,594690.03,zh
財務專業服務合約,1,services,Professional Services,Consulting,1569370.37,zh
Collaboration軟體訂閱 (8751 授權，quarterly),1,services,IT Services,Software,388190.87,zh
倉庫第三方倉儲 - 8518 坪,1,logistics,Logistics,Warehousing,1529335.23,zh
購置 射出成型機 (industrial grade),2,equipment,IT Infrastructure,Hardware,7903595.0,zh
採購 9632 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,6331112.8,zh
載貨車輛採購 (industrial grade),2,equipment,Transportation,Vehicle,25324840.62,zh
採購 7313 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,3354427.29,zh
購買工業用 氫氧化鈉 4672 liters,1,raw_materials,Manufacturing,Chemical,376467.14,zh
區域辦公室大樓管理服務 (18 個月),1,services,Facility Management,Maintenance,231443.47,zh
聘請 財務顧問 (31 個月),1,services,Professional Services,Consulting,1551796.13,zh
建造 製造廠 (6598 平方公尺),2,equipment,Real Estate,Building,270151746.26,zh
採購 7702 tons 小麥作為食品原料,1,raw_materials,Food & Beverage,Agricultural,710432.57,zh
堆高機採購 (industrial grade),2,equipment,Transportation,Vehicle,11848815.96,zh
車隊採購 - 8574 輛 堆高機,2,equipment,Transportation,Vehicle,20965369.63,zh
採購 甲苯 溶劑 2755 liters,1,raw_materials,Manufacturing,Chemical,28666.76,zh
購買 PCB 電路板 元件 5791 個,1,raw_materials,Electronics,Electronic Components,2257263.92,zh
採購 氫氧化鈉 溶劑 3939 liters,1,raw_materials,Manufacturing,Chemical,1719915.43,zh
總部大樓管理服務 (32 個月),1,services,Facility Management,Maintenance,1400535.9,zh
財務運輸服務 - 區域,1,logistics,Logistics,Freight,1927416.07,zh
electronics自動化組裝線,2,equipment,Manufacturing,Production Line,92916332.9,zh
再生能源設施建設 (5105 MW),2,equipment,Energy,Power Generation,29141859.03,zh
採購 射出成型機用於生產設施,2,equipment,Manufacturing,Machinery,10098233.46,zh
區域辦公室第三方倉儲 - 7593 坪,1,logistics,Logistics,Warehousing,601349.31,zh
法律運輸服務 - 東西,1,logistics,Logistics,Freight,883925.55,zh
新建 製造廠開發專案,2,equipment,Real Estate,Building,307042338.12,zh
倉儲服務 (701 平方公尺，annual),1,logistics,Logistics,Warehousing,514570.66,zh
Security軟體訂閱 (2009 授權，annual),1,services,IT Services,Software,691767.74,zh
electronics自動化組裝線,2,equipment,Manufacturing,Production Line,86080792.22,zh
區域辦公室大樓管理服務 (22 個月),1,services,Facility Management,Maintenance,962160.73,zh
採購 870 個 電阻用於組裝,1,raw_materials,Electronics,Electronic Components,2579524.1,zh
太陽能板安裝 (容量 6027 kW),2,equipment,Energy,Power Generation,171333743.46,zh
Security軟體訂閱 (7710 授權，quarterly),1,services,IT Services,Software,46330.16,zh
法律諮詢服務 (quarterly),1,services,Professional Services,Consulting,1948679.68,zh
購置 輸送系統 (industrial grade),2,equipment,IT Infrastructure,Hardware,2612516.36,zh
採購 275 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,7732568.51,zh
採購 9217 個 PCB 電路板用於組裝,1,raw_materials,Electronics,Electronic Components,7701737.17,zh
購買 鋁合金 6834 kg 供生產使用,1,raw_materials,Manufacturing,Metal,1720534.47,zh
物流服務合約 - 南北線 (6 months),1,logistics,Logistics,Freight,4710869.39,zh
倉儲服務 (7806 平方公尺，quarterly),1,logistics,Logistics,Warehousing,1961961.59,zh
採購 6949 kg 銅線用於製造,1,raw_materials,Manufacturing,Metal,4520603.57,zh
車隊採購 - 4849 輛 堆高機,2,equipment,Transportation,Vehicle,28334438.64,zh
建造 配送中心 (35158 平方公尺),2,equipment,Real Estate,Building,270647468.16,zh
配送中心建築合約 (倉庫),2,equipment,Real Estate,Building,297078809.39,zh
CRM SaaS 訂閱 (6819 使用者),1,services,IT Services,Software,479867.0,zh
CRM SaaS 訂閱 (5395 使用者),1,services,IT Services,Software,543918.63,zh
倉庫第三方倉儲 - 6578 坪,1,logistics,Logistics,Warehousing,142386.59,zh
物流服務合約 - 區域線 (quarterly),1,logistics,Logistics,Freight,3059451.89,zh
鋁合金原料採購 - 5639 kg,1,raw_materials,Manufacturing,Metal,694275.18,zh
購買 微晶片 元件 6528 個,1,raw_materials,Electronics,Electronic Components,4998978.2,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,28718680.07,zh
太陽能板安裝 (容量 9840 kW),2,equipment,Energy,Power Generation,144089784.76,zh
新建 製造廠開發專案,2,equipment,Real Estate,Building,374220775.7,zh
建造 配送中心 (31936 平方公尺),2,equipment,Real Estate,Building,22770854.21,zh
購買工業用 丙酮 4133 liters,1,raw_materials,Manufacturing,Chemical,672798.77,zh
Collaboration軟體訂閱 (8500 授權，annual),1,services,IT Services,Software,195280.92,zh
倉庫大樓管理服務 (6 個月),1,services,Facility Management,Maintenance,279251.82,zh
購買有機 大豆 3536 tons,1,raw_materials,Food & Beverage,Agricultural,2711750.52,zh
採購 8634 台 射出成型機用於資料中心,2,equipment,IT Infrastructure,Hardware,9999770.89,zh
採購 乙醇 溶劑 8818 liters,1,raw_materials,Manufacturing,Chemical,1863853.3,zh
總部第三方倉儲 - 9312 坪,1,logistics,Logistics,Warehousing,980950.99,zh
購買 鋁合金 2783 kg 供生產使用,1,raw_materials,Manufacturing,Metal,4745215.17,zh
辦公場所清潔維護合約,1,services,Facility Management,Maintenance,705061.1,zh
購置 輸送系統 - industrial grade,2,equipment,Manufacturing,Machinery,22959323.46,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,911696.97,zh
IT專業服務合約,1,services,Professional Services,Consulting,958807.47,zh
法律諮詢服務 (quarterly),1,services,Professional Services,Consulting,1033298.28,zh
採購 9630 tons 大豆作為食品原料,1,raw_materials,Food & Beverage,Agricultural,489852.7,zh
聘請 法律顧問 (31 個月),1,services,Professional Services,Consulting,1182879.68,zh
倉庫大樓管理服務 (26 個月),1,services,Facility Management,Maintenance,1462240.68,zh
採購 823 kg 鋼板用於製造,1,raw_materials,Manufacturing,Metal,1716145.14,zh
electronics製造產線 (產能 4364 件/日),2,equipment,Manufacturing,Production Line,86018497.59,zh
購置 射出成型機 - industrial grade,2,equipment,Manufacturing,Machinery,31175663.24,zh
完整 consumer goods生產線安裝,2,equipment,Manufacturing,Production Line,15796684.14,zh
購置 機械手臂 - industrial grade,2,equipment,Manufacturing,Machinery,43409142.1,zh
購買 965 輛 貨車用於物流運營,2,equipment,Transportation,Vehicle,6332244.06,zh
倉儲服務 (8956 平方公尺，annual),1,logistics,Logistics,Warehousing,856308.13,zh
工業用 CNC 機床 (6560 台) 含安裝,2,equipment,Manufacturing,Machinery,4384631.1,zh
財務專業服務合約,1,services,Professional Services,Consulting,461499.13,zh
新建 配送中心開發專案,2,equipment,Real Estate,Building,458796018.43,zh
聘請 財務顧問 (24 個月),1,services,Professional Services,Consulting,1332323.21,zh
electronics製造產線 (產能 5445 件/日),2,equipment,Manufacturing,Production Line,19764002.38,zh
購買工業用 甲苯 8457 liters,1,raw_materials,Manufacturing,Chemical,1650571.06,zh
銅線原料採購 - 1353 kg,1,raw_materials,Manufacturing,Metal,56484.13,zh
冷凍倉儲租賃 (2817 立方公尺),1,logistics,Logistics,Warehousing,2931289.9,zh
法律運輸服務 - 市區,1,logistics,Logistics,Freight,1625161.49,zh
太陽能板安裝 (容量 4995 kW),2,equipment,Energy,Power Generation,35969990.21,zh
electronics製造產線 (產能 2293 件/日),2,equipment,Manufacturing,Production Line,72369139.53,zh
購買工業用 甲苯 7292 liters,1,raw_materials,Manufacturing,Chemical,1609986.41,zh
再生能源設施建設 (8001 MW),2,equipment,Energy,Power Generation,58212524.77,zh
購買有機 糖 3529 tons,1,raw_materials,Food & Beverage,Agricultural,2793658.54,zh
採購 5182 個 電容用於組裝,1,raw_materials,Electronics,Electronic Components,3820295.3,zh
車隊採購 - 4342 輛 載貨車輛,2,equipment,Transportation,Vehicle,10377783.43,zh
倉庫建築合約 (工廠),2,equipment,Real Estate,Building,162365155.95,zh
永續專業服務合約,1,services,Professional Services,Consulting,401695.7,zh
設施維護服務 (6 months),1,services,Facility Management,Maintenance,154649.44,zh
採購 輸送系統用於生產設施,2,equipment,Manufacturing,Machinery,17483274.78,zh
購買工業用 丙酮 5964 liters,1,raw_materials,Manufacturing,Chemical,1201643.52,zh
再生能源設施建設 (4065 MW),2,equipment,Energy,Power Generation,184277061.52,zh
購買工業用 甲苯 1321 liters,1,raw_materials,Manufacturing,Chemical,1807652.62,zh
管理專業服務合約,1,services,Professional Services,Consulting,1034035.43,zh
倉儲服務 (8299 平方公尺，12 months),1,logistics,Logistics,Warehousing,1572414.04,zh
購買 4918 輛 電動廂型車用於物流運營,2,equipment,Transportation,Vehicle,12326760.72,zh
東西區域配送月度運輸服務,1,logistics,Logistics,Freight,2470445.33,zh
