Scope 3 Category,ERP ID,Item Name,自動匹配係數,Spec/Grade,Qty,Unit,Total (TWD),Mapping Hint,lookup_keyword,lookup_factor_name,lookup_factor_value,lookup_factor_unit,match_status,match_mode,matched_tier,matched_tier_name,matched_name,matched_emission_factor,matched_unit,matched_source,matched_region,matched_base_year,matched_similarity,match_warning,candidate_count,query_text,source_type,source_sheet,calculated_co2e_kg,calculated_co2e_t,calculation_status,calculation_basis
Category 1 (Purchased Goods),EXP-10044,有機蔬菜組 (契作),2.15,Mixed Leafy / GAP Cert.,2546,kg,216410,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,1420.668,1.420668,已計算,Qty 2546 kg -> 2546 kg; * factor
Category 1 (Purchased Goods),EXP-10045,瓦楞紙外箱,2.15,AB-Flute / Double Wall,1023,pcs,18414,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10046,瓦楞紙外箱,0,AB-Flute / Double Wall,2395,pcs,43110,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10047,澳洲進口牛肉 (板腱),0.82,Chilled / Grade A,1330,kg,598500,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,37905,37.905,已計算,Qty 1330 kg -> 1330 kg; * factor
Category 1 (Purchased Goods),EXP-10048,有機蔬菜組 (契作),0.82,Mixed Leafy / GAP Cert.,746,kg,63410,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,416.268,0.416268,已計算,Qty 746 kg -> 746 kg; * factor
Category 1 (Purchased Goods),EXP-10049,澳洲進口牛肉 (板腱),0,Chilled / Grade A,2492,kg,1121400,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,71022,71.022,已計算,Qty 2492 kg -> 2492 kg; * factor
Category 1 (Purchased Goods),EXP-10050,有機蔬菜組 (契作),0,Mixed Leafy / GAP Cert.,4771,kg,405535,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,2662.218,2.662218,已計算,Qty 4771 kg -> 4771 kg; * factor
Category 1 (Purchased Goods),EXP-10051,有機蔬菜組 (契作),0,Mixed Leafy / GAP Cert.,2111,kg,179435,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,1177.938,1.177938,已計算,Qty 2111 kg -> 2111 kg; * factor
Category 1 (Purchased Goods),EXP-10052,澳洲進口牛肉 (板腱),0,Chilled / Grade A,1062,kg,477900,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,30267,30.267,已計算,Qty 1062 kg -> 1062 kg; * factor
Category 1 (Purchased Goods),EXP-10053,PET 瓶裝水 (500ml),0,Recyclable PET / rPET 25%,2347,ctn,281640,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10054,PET 瓶裝水 (500ml),0,Recyclable PET / rPET 25%,4181,ctn,501720,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10055,瓦楞紙外箱,2.15,AB-Flute / Double Wall,3319,pcs,59742,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10056,PET 瓶裝水 (500ml),2.15,Recyclable PET / rPET 25%,1506,ctn,180720,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10057,澳洲進口牛肉 (板腱),0.82,Chilled / Grade A,2913,kg,1310850,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,83020.5,83.0205,已計算,Qty 2913 kg -> 2913 kg; * factor
Category 1 (Purchased Goods),EXP-10058,澳洲進口牛肉 (板腱),2.15,Chilled / Grade A,3039,kg,1367550,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,86611.5,86.6115,已計算,Qty 3039 kg -> 3039 kg; * factor
Category 1 (Purchased Goods),EXP-10059,PET 瓶裝水 (500ml),0,Recyclable PET / rPET 25%,1873,ctn,224760,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10060,瓦楞紙外箱,0,AB-Flute / Double Wall,2260,pcs,40680,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10061,澳洲進口牛肉 (板腱),2.15,Chilled / Grade A,894,kg,402300,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,25479,25.479,已計算,Qty 894 kg -> 894 kg; * factor
Category 1 (Purchased Goods),EXP-10062,澳洲進口牛肉 (板腱),0.82,Chilled / Grade A,1744,kg,784800,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,49704,49.704,已計算,Qty 1744 kg -> 1744 kg; * factor
Category 1 (Purchased Goods),EXP-10063,有機蔬菜組 (契作),0,Mixed Leafy / GAP Cert.,71,kg,6035,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,39.618,0.039618,已計算,Qty 71 kg -> 71 kg; * factor
Category 1 (Purchased Goods),EXP-10064,瓦楞紙外箱,0,AB-Flute / Double Wall,2343,pcs,42174,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10065,澳洲進口牛肉 (板腱),0,Chilled / Grade A,3002,kg,1350900,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,85557,85.557,已計算,Qty 3002 kg -> 3002 kg; * factor
Category 1 (Purchased Goods),EXP-10066,PET 瓶裝水 (500ml),0.82,Recyclable PET / rPET 25%,2229,ctn,267480,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10067,澳洲進口牛肉 (板腱),0,Chilled / Grade A,1824,kg,820800,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,51984,51.984,已計算,Qty 1824 kg -> 1824 kg; * factor
Category 1 (Purchased Goods),EXP-10068,瓦楞紙外箱,2.15,AB-Flute / Double Wall,2474,pcs,44532,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10069,澳洲進口牛肉 (板腱),0,Chilled / Grade A,3217,kg,1447650,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,91684.5,91.6845,已計算,Qty 3217 kg -> 3217 kg; * factor
Category 1 (Purchased Goods),EXP-10070,澳洲進口牛肉 (板腱),0.82,Chilled / Grade A,1109,kg,499050,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,31606.5,31.6065,已計算,Qty 1109 kg -> 1109 kg; * factor
Category 1 (Purchased Goods),EXP-10071,PET 瓶裝水 (500ml),0,Recyclable PET / rPET 25%,3209,ctn,385080,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10072,瓦楞紙外箱,0,AB-Flute / Double Wall,3033,pcs,54594,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10073,瓦楞紙外箱,2.15,AB-Flute / Double Wall,4906,pcs,88308,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10074,澳洲進口牛肉 (板腱),0.82,Chilled / Grade A,2169,kg,976050,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,61816.5,61.8165,已計算,Qty 2169 kg -> 2169 kg; * factor
Category 1 (Purchased Goods),EXP-10075,瓦楞紙外箱,0.82,AB-Flute / Double Wall,347,pcs,6246,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10076,澳洲進口牛肉 (板腱),0,Chilled / Grade A,1052,kg,473400,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,29982,29.982,已計算,Qty 1052 kg -> 1052 kg; * factor
Category 1 (Purchased Goods),EXP-10077,瓦楞紙外箱,0.82,AB-Flute / Double Wall,4480,pcs,80640,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10078,澳洲進口牛肉 (板腱),0,Chilled / Grade A,4589,kg,2065050,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,130786.5,130.7865,已計算,Qty 4589 kg -> 4589 kg; * factor
Category 1 (Purchased Goods),EXP-10079,澳洲進口牛肉 (板腱),0.82,Chilled / Grade A,4581,kg,2061450,WBCSD Material Method,牛肉,農畜產品-去骨生鮮牛肉,28.5,kg,已匹配,係數對照表,0,係數對照表,農畜產品-去骨生鮮牛肉,28.5,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,澳洲進口牛肉 (板腱) Chilled / Grade A 農畜產品-去骨生鮮牛肉,procurement_workbook,連鎖餐飲與零售業,130558.5,130.5585,已計算,Qty 4581 kg -> 4581 kg; * factor
Category 1 (Purchased Goods),EXP-10080,PET 瓶裝水 (500ml),0,Recyclable PET / rPET 25%,2227,ctn,267240,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10081,有機蔬菜組 (契作),0,Mixed Leafy / GAP Cert.,4689,kg,398565,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,2616.462,2.616462,已計算,Qty 4689 kg -> 4689 kg; * factor
Category 1 (Purchased Goods),EXP-10082,PET 瓶裝水 (500ml),2.15,Recyclable PET / rPET 25%,1860,ctn,223200,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10083,有機蔬菜組 (契作),0,Mixed Leafy / GAP Cert.,1513,kg,128605,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,844.254,0.844254,已計算,Qty 1513 kg -> 1513 kg; * factor
Category 1 (Purchased Goods),EXP-10084,PET 瓶裝水 (500ml),2.15,Recyclable PET / rPET 25%,3768,ctn,452160,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10085,PET 瓶裝水 (500ml),0,Recyclable PET / rPET 25%,4190,ctn,502800,Spend-based Factor,PET,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,已匹配,係數對照表,0,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,2.15,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,PET 瓶裝水 (500ml) Recyclable PET / rPET 25% 塑膠原料-聚乙烯對苯二甲酸酯,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=ctn, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10086,瓦楞紙外箱,2.15,AB-Flute / Double Wall,2469,pcs,44442,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
Category 1 (Purchased Goods),EXP-10087,有機蔬菜組 (契作),2.15,Mixed Leafy / GAP Cert.,3228,kg,274380,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,1801.224,1.801224,已計算,Qty 3228 kg -> 3228 kg; * factor
Category 1 (Purchased Goods),EXP-10088,有機蔬菜組 (契作),0.82,Mixed Leafy / GAP Cert.,4484,kg,381140,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,2502.072,2.502072,已計算,Qty 4484 kg -> 4484 kg; * factor
Category 1 (Purchased Goods),EXP-10089,有機蔬菜組 (契作),0,Mixed Leafy / GAP Cert.,719,kg,61115,WBCSD Material Method,,,,,已匹配,標準門檻,1,Tier 1 - 台灣本地,有機三星蔥,0.558,kg,Taiwan EPA,TW,2017,0.803974390029907,,1,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,procurement_workbook,連鎖餐飲與零售業,401.202,0.401202,已計算,Qty 719 kg -> 719 kg; * factor
Category 1 (Purchased Goods),EXP-10090,瓦楞紙外箱,0,AB-Flute / Double Wall,3205,pcs,57690,Spend-based Factor,瓦楞,紙製品-瓦楞紙箱,0.82,kg,已匹配,係數對照表,0,係數對照表,紙製品-瓦楞紙箱,0.82,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,瓦楞紙外箱 AB-Flute / Double Wall 紙製品-瓦楞紙箱,procurement_workbook,連鎖餐飲與零售業,,,待人工確認,"無可用數量/金額或單位不相容: source=pcs, factor_unit=kg"
